id,neighborhood,bathrooms/bed,reviewscore_rating,score_cleanliness,score_location,latitude,longitude,price,price_class
14421403,West End,1.0,0.0,0.0,0.0,42.36434318493671,-71.06077179693705,214.5,5
18074943,Theater District,1.0,100.0,10.0,10.0,42.35148708021078,-71.06293803315799,169.0,5
21105981,West End,2.0,0.0,0.0,0.0,42.3640150452769,-71.0599365986403,180.0,5
14421304,West End,1.0,94.0,10.0,10.0,42.36471355463015,-71.06062807787244,214.5,5
16960812,West End,0.5,100.0,10.0,10.0,42.36455529191207,-71.06369785430991,94.5,3
16977098,Theater District,0.5,93.0,10.0,10.0,42.35317167329245,-71.06413036396606,109.0,4
14421197,West End,1.0,90.0,10.0,10.0,42.365281074682045,-71.06078609739706,214.5,5
18123908,Downtown,1.0,100.0,10.0,10.0,42.360267301391595,-71.05391415298179,261.6666666666667,5
13225005,Theater District,0.3333333333333333,95.0,10.0,10.0,42.35157546496612,-71.06400038700656,58.666666666666664,2
12382239,West End,0.5,97.0,10.0,10.0,42.36431611458808,-71.06107518741497,125.0,4
21105409,West End,2.0,0.0,0.0,0.0,42.36571436514456,-71.05971481045364,175.0,5
15338096,Downtown Crossing,1.0,100.0,10.0,10.0,42.35544650684592,-71.05982233736351,69.0,2
10881600,Theater District,0.5,87.0,9.0,10.0,42.35089947895681,-71.06552652219915,84.5,3
12815192,Beacon Hill,1.0,93.0,9.0,10.0,42.35883103935814,-71.06185488919928,175.0,5
19532043,Theater District,0.5,91.0,10.0,10.0,42.351357990971174,-71.06669569051758,94.5,3
8053104,Theater District,1.0,95.0,9.0,10.0,42.351456109759326,-71.06460941199364,170.0,5
20875310,Downtown Crossing,0.5,0.0,0.0,0.0,42.356639700114,-71.06120016363106,87.5,3
17943034,West End,1.0,95.0,10.0,9.0,42.36600077049351,-71.06392968608615,145.0,4
18876930,Theater District,1.0,93.0,10.0,9.0,42.35307100801145,-71.06329483015904,86.0,3
805307,Beacon Hill,1.0,80.0,9.0,10.0,42.357246944245844,-71.06143693168508,150.0,4
11601819,Financial District,0.5,0.0,0.0,0.0,42.358506335679884,-71.05403155169756,187.5,5
15206282,Theater District,0.5,80.0,8.0,10.0,42.34963525154032,-71.06524214454195,39.5,1
21104715,West End,1.0,0.0,0.0,0.0,42.364431954624855,-71.05939456031625,135.0,4
20744258,Theater District,0.5,0.0,0.0,0.0,42.35114942330145,-71.06583919539902,0.0,1
